date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:37:31	3472/3472	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2017%20Jul%202020%2022:47:03%20GMT	https://nephos.cssninja.io/assets/img/brands/sass-white.svg	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/brands/sass-white.svg	(from https://nephos.cssninja.io/)
13:37:31	2480/2480	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2017%20Jul%202020%2022:47:02%20GMT	https://nephos.cssninja.io/assets/img/brands/gulp-white.svg	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/brands/gulp-white.svg	(from https://nephos.cssninja.io/)
13:37:31	3148/3148	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2017%20Jul%202020%2022:47:19%20GMT	https://nephos.cssninja.io/assets/img/icons/demo/monitor.svg	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/icons/demo/monitor.svg	(from https://nephos.cssninja.io/)
13:37:32	3040/3040	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2017%20Jul%202020%2022:47:19%20GMT	https://nephos.cssninja.io/assets/img/icons/demo/phone.svg	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/icons/demo/phone.svg	(from https://nephos.cssninja.io/)
13:37:32	2928/2928	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2017%20Jul%202020%2022:47:19%20GMT	https://nephos.cssninja.io/assets/img/icons/demo/clock.svg	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/icons/demo/clock.svg	(from https://nephos.cssninja.io/)
13:37:32	1021051/1021051	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:15%20GMT	https://nephos.cssninja.io/assets/img/ui/nephos.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/nephos.png	(from https://nephos.cssninja.io/)
13:37:32	8047/8047	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2017%20Jul%202020%2022:47:19%20GMT	https://nephos.cssninja.io/assets/img/icons/demo/chart.svg	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/icons/demo/chart.svg	(from https://nephos.cssninja.io/)
13:37:33	62993/62993	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:15%20GMT	https://nephos.cssninja.io/assets/img/ui/micro-interactions.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/micro-interactions.png	(from https://nephos.cssninja.io/)
13:37:33	32422/32422	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:15%20GMT	https://nephos.cssninja.io/assets/img/ui/color-schemes.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/color-schemes.png	(from https://nephos.cssninja.io/)
13:37:35	551123/551123	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:16%20GMT	https://nephos.cssninja.io/assets/img/ui/sidebar.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/sidebar.png	(from https://nephos.cssninja.io/)
13:37:35	56734/56734	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2006:37:34%20GMT	https://nephos.cssninja.io/home-alt.html	D:/kuliah/farm-template/nephos.cssninja.io/home-alt.html	(from https://nephos.cssninja.io/)
13:37:35	975733/975733	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:24%20GMT	https://nephos.cssninja.io/assets/img/ui/app/nephos.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/nephos.png	(from https://nephos.cssninja.io/)
13:37:36	42284/42284	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:21%20GMT	https://nephos.cssninja.io/assets/img/ui/app/auth.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/auth.png	(from https://nephos.cssninja.io/)
13:37:36	101113/101113	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:24%20GMT	https://nephos.cssninja.io/assets/img/ui/app/products-list.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/products-list.png	(from https://nephos.cssninja.io/)
13:37:37	209565/209565	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2006:37:36%20GMT	https://nephos.cssninja.io/products-list.html	D:/kuliah/farm-template/nephos.cssninja.io/products-list.html	(from https://nephos.cssninja.io/)
13:37:37	151895/151895	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:24%20GMT	https://nephos.cssninja.io/assets/img/ui/app/products-grid.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/products-grid.png	(from https://nephos.cssninja.io/)
13:37:38	704263/704263	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:21%20GMT	https://nephos.cssninja.io/assets/img/ui/app/categories.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/categories.png	(from https://nephos.cssninja.io/)
13:37:38	974973/974973	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:23%20GMT	https://nephos.cssninja.io/assets/img/ui/app/nephos-alt.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/nephos-alt.png	(from https://nephos.cssninja.io/)
13:37:38	138634/138634	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:25%20GMT	https://nephos.cssninja.io/assets/img/ui/app/single-product-carousel.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/single-product-carousel.png	(from https://nephos.cssninja.io/)
13:37:38	125481/125481	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2006:37:37%20GMT	https://nephos.cssninja.io/product.html	D:/kuliah/farm-template/nephos.cssninja.io/product.html	(from https://nephos.cssninja.io/)
13:37:38	84701/84701	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:21%20GMT	https://nephos.cssninja.io/assets/img/ui/app/account.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/account.png	(from https://nephos.cssninja.io/)
13:37:38	58333/58333	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2022:47:21%20GMT	https://nephos.cssninja.io/assets/img/ui/app/account-edit.png	D:/kuliah/farm-template/nephos.cssninja.io/assets/img/ui/app/account-edit.png	(from https://nephos.cssninja.io/)
